block_heights,creation_times,volatilites,weighted_prices,block_hash
508179,2018-02-08 00:22:21,0.0469091123473982,7795.310268100001,000000000000000000084eca24bce7da49ad3751880d141851825a9e48cb85d0
483341,2017-09-03 18:59:13,0.03211351830261745,4485.78132912,000000000000000000287947e68ac1c792ebb3e38084f964f0f64c4eb45bd6ba
474241,2017-07-04 20:50:33,0.035486572824929064,2572.01339736,000000000000000000d658a5e6c68b388696dda0958bae053f6671c807341d5a
478028,2017-07-28 23:52:24,0.02475813034342903,2782.64852944,0000000000000000003b9d146a34dc6f1f78641ebcd4cae0c58c87eebd0fe5ee
508434,2018-02-09 22:17:45,0.04100089708474497,8486.53087628,00000000000000000056682c1880c3ddcce1a26e9cbacfa7837ab100fa17f10d
509698,2018-02-18 02:42:46,0.025949749125373643,11284.1108878,000000000000000000169121d0a533765ef2a60e751e7bf47b3116a2f12179d9
500497,2017-12-22 05:22:31,0.06440774911530565,14614.576068399998,0000000000000000004478858db5d4de12f0c6bbd5ff3bdd9574b8dec574dbcc
475211,2017-07-11 00:29:32,0.02486119047175373,2361.45198462,00000000000000000159ce14330fa79ec8e741ee6901bf95991c87e1eb2fd988
489828,2017-10-14 19:06:22,0.020748736920834426,5685.19713664,000000000000000000c1556055b2daf1321156fa86573be399e61f074cd21636
500192,2017-12-20 00:18:55,0.03680696576574928,17202.8359292,00000000000000000007e9bbaa29f37b2acd214c033899cd24ff40edbba0d9a7
484103,2017-09-08 02:25:19,0.024330491779812263,4600.69353198,000000000000000000b241ab12e26cca89d885e850cb90cd2779e759891c358a
475673,2017-07-13 17:09:32,0.02411522966161745,2351.5607825800007,000000000000000000884e178a1863c3541549e8dd2b6dfdca2649fb1afccc7a
502772,2018-01-06 02:25:44,0.02696779255780319,16851.287700200002,000000000000000000230e53421590154bee82b7ef8ce86c1fc6c929203a3b8e
503745,2018-01-11 20:00:30,0.020247724859003998,13385.611452600002,000000000000000000223085075b42b866635339e9f6564e542bee19f39099ac
485311,2017-09-15 01:55:25,0.028658037238850555,3397.3163839399995,000000000000000001228f142f007491f831d7f8ea91037ede2cb33f6ea3fa37
492788,2017-11-02 11:58:50,0.0576177059568565,6942.83112506,00000000000000000062e85ca4995797c98827ebe8eef0bd743f06fcb8e7babc
494453,2017-11-15 09:57:58,0.03542103777243591,6915.4481729599975,000000000000000000acb5eadbb4c83d59e91bf556f6b76d66c660f269c148d9
497333,2017-12-03 08:48:19,0.02511054182178379,11123.7876782,00000000000000000033b6082b39b1a2fcead741c7194890d96b4fee4fc2e9d4
478705,2017-08-02 13:09:25,0.04087178605925771,2727.2412848800004,000000000000000000f3090e6e3d5ecb4efff66385b250e96e86b7ac37f63b4e
485630,2017-09-16 22:47:07,0.036074343856919454,3702.04198848,0000000000000000010f3f19532b850d50a1ae9ff477c50a1d821befb8cc5030
512625,2018-03-08 18:58:23,0.02201261846003311,9333.56197368,0000000000000000000f5bda1f7aa355252030aea8b3fb418f986fe1de9f47c5
475813,2017-07-14 16:30:11,0.02591406248652461,2227.2264122,00000000000000000096dc6f2630cec82bc782f97cb39c852616d53ff086b9e4
481155,2017-08-18 22:23:57,0.027843988268862405,4121.244598920001,000000000000000000f6995b2985180ef0fd457daf04631731ba958fd0719a7a
480655,2017-08-15 14:24:53,0.02620864746761615,3892.47107292,000000000000000000a6e730c2f7f26b4234f271318535be7f05f75829738d68
496769,2017-11-30 00:39:30,0.044550599380921097,9967.95645008,00000000000000000087eb6812ea487ae7d2391050dd9f14b02ef1a32a1cb8cc
497563,2017-12-04 15:17:00,0.045218189360321716,11257.6539134,000000000000000000b1f42fda78a4de088704901d6d634ed4d7be0a188eb578
507097,2018-02-01 13:00:49,0.048551207492171004,9287.47351246,0000000000000000004bcf55bc3a6c63062f8d6dafff853317a70e12c4d7e18d
503530,2018-01-10 15:28:38,0.020393861265936786,14152.5408562,0000000000000000006aa51e5dd5dfbaf77c3ed641aa0f923adc39cdc009229c
488041,2017-10-03 03:00:00,0.031902466680564234,4411.265822959998,0000000000000000008422175c27be7220cf3a35a2b25cd2bfc276bc4bae00f6
477631,2017-07-26 07:57:35,0.022103029579201273,2485.97064136,000000000000000000f23c922a667cb7ec925900bf4270c93385bef269902b9c
504493,2018-01-16 15:18:17,0.050421114036955546,12081.705483,0000000000000000006142cdf0b56882ed91ad25fb8bc12a56c7476699352e00
497098,2017-12-01 22:43:52,0.028480775881498225,10799.146235600001,0000000000000000008311defe5002fa7f10bf05472e8932714441cdb23b3dde
481263,2017-08-19 14:39:05,0.06561099937058798,4028.04670684,0000000000000000001c5ab1401ddd4e91d8b4c7ed290517edd11ed3487504e2
484802,2017-09-12 08:23:32,0.023572548611798704,4309.42653372,0000000000000000003fdea7b6c57e15ab3537a73c75320140784058686bd005
509967,2018-02-19 19:06:34,0.02012091610324573,11059.5396994,0000000000000000000eb60f1b4544cad3f6d5eaedd4e4af1a61e3292e76d0f7
484641,2017-09-11 10:22:25,0.03186595173973133,4178.38597954,00000000000000000075a2e4842a67781b088ce25cf9e2be4bbece749cf21ae4
494150,2017-11-13 05:23:53,0.05750669921634866,6241.468574600001,0000000000000000004274ec00dcda6360bf060908f1dc2f131e9ef7acd8c0e4
475464,2017-07-12 12:57:09,0.02977463890868148,2355.67498328,00000000000000000108c20e0ea6f2017bcc718e26e6700b645c068d38ab2b37
485718,2017-09-17 09:44:40,0.03948766878320125,3556.864279520001,000000000000000000583cf1af25cb56bf5065ff062caaefd689b63d040a0381
495517,2017-11-22 01:43:17,0.03178581229382617,8121.984570840003,00000000000000000061d75b94d5b94b6a9c3928af866774ac812718bc970ae5
478115,2017-07-29 11:31:50,0.023491695317107854,2677.21922182,0000000000000000005b2ae99ca996ce0783222c009176678d206154853a37bd
508365,2018-02-09 11:05:29,0.03580046559672787,8229.282261539998,0000000000000000004b16250143566509cb33dcac96bb41acdda2d114e19fce
512874,2018-03-10 10:16:02,0.0187016620509817,9283.37005996,00000000000000000003e34c550c95d56f82c770da3589ef4cf6a932364cb288
481532,2017-08-21 18:19:52,0.035543306987151316,3988.053489320001,000000000000000000bc62a53a1268d66987c4961a856999746e40f75ba93e34
474982,2017-07-09 19:07:34,0.024820012239895668,2537.54974506,000000000000000000dc4bcf1d26312d92181e153d3d83952a753f32dd981bdb
510141,2018-02-20 23:19:06,0.02431618306743248,11397.8612988,0000000000000000002a07942737b6d1e9cf6c12763657e5a62cb64c19f9e686
499896,2017-12-18 03:57:59,0.03211191919195647,18629.4626102,00000000000000000095b21964478124ee13493b1dec091dc79a9e70c879e88c
494756,2017-11-17 08:52:19,0.03641919201685124,7726.438549300001,0000000000000000003c8d5bd5fa312a46729ec0fa3014257eb44796be08b917
485988,2017-09-19 06:06:40,0.039135469241193516,3904.09838472,000000000000000000c29c253d52669c36ff81ac4e50e0f04ea9333a4a7ce9bb
491157,2017-10-22 14:30:05,0.035028880101724794,5956.44129268,000000000000000000b819f6d392e119b48bbd48483a596fa78fd05dbe2a6957
483372,2017-09-03 22:47:12,0.03242166169439098,4584.86029616,0000000000000000011a7076cd2701832210ce64f76bd082e17698a95089b41d
510205,2018-02-21 07:38:32,0.022599326526806955,11134.729882799998,000000000000000000277b2717ba778bb69f2b2bf3dc1aae1648a264f90023cf
506831,2018-01-30 13:43:55,0.0570472127762414,10426.3949782,00000000000000000032c1794dccb35453131b11c028a7483465a32226de388e
480879,2017-08-17 04:39:53,0.025441391143256168,4296.3774247,00000000000000000038f0f41c3633989acffe780703c7cc0dab00df7fc17636
485012,2017-09-13 11:19:05,0.02375478776780206,3825.69144858,000000000000000001031903f5c9ec20901a11f87911d90821cf9d81f8a08177
511216,2018-02-27 21:48:54,0.033057895571853874,10762.111562200002,0000000000000000004ad00f46329532b529e63bbcef4022298508654c8e4e36
475749,2017-07-14 05:09:48,0.034774471156187835,2327.6050303,0000000000000000011241a56d35d647ab1cc508187a0b90aff22598942cf5de
494372,2017-11-14 19:39:32,0.02667556003687257,6564.1206678,000000000000000000876306cffa8537aeb7651ddf475a840aced58ef5b9266e
509332,2018-02-15 18:05:40,0.03803548724415765,10134.0081848,0000000000000000000102cd84ede79413592d21d67f1e8dc329b48c264b450a
507794,2018-02-05 14:40:53,0.034027041085718274,7383.959224540001,0000000000000000005dadf344e4a4ddf2e0d42bbde496a440d27b12fcd31907
476333,2017-07-18 05:41:26,0.021588414680995874,2223.4346765,0000000000000000003b9366748690cee65f6ae0ced27bb4e256e43452790a50
506955,2018-01-31 11:48:28,0.020866296750899672,10245.6591452,000000000000000000183d3deec5e34f2cb0e42a21460db8526f7de6bebe2d8c
484867,2017-09-12 16:07:29,0.024878180322950538,4239.9621022,0000000000000000001f29007c1a7adb17810f5e86ebde112fed691834b6874c
483357,2017-09-03 21:06:56,0.018866918707586545,4513.8141531,0000000000000000011fc7c0382ebc03ce8638fa7e0d7ae26afe057b5f3334d4
501435,2017-12-28 15:40:02,0.02644867189559948,14358.246080200002,000000000000000000223bb8c90518fb95f5eee5ed1b60abeabd13baea6e5757
499923,2017-12-18 07:40:08,0.020622935911098997,18863.913088999998,000000000000000000627a570312235f9384cd97bdb1d8e1a7a83846fbc4d673
504746,2018-01-18 01:56:04,0.03780397263073359,11499.1541706,000000000000000000798e210d735dd5572a96bb4557534a41c14a23235d1012
480706,2017-08-15 22:49:08,0.05917539441979727,4171.38642944,000000000000000000cd38a03ffbd813200988cee3abaddef4414fbb292fdcfc
500650,2017-12-23 06:50:03,0.030199895082339667,14001.8814216,00000000000000000047b4757c6c033cb70d10c533a9c7a2fd7d2f098ba28c34
508836,2018-02-12 14:25:15,0.02267852775408121,8577.355884100001,0000000000000000000ee3558f40049c496dc5b8e8fc386ca1c317d15e1611eb
488309,2017-10-04 18:52:26,0.024009957014141898,4195.80151892,000000000000000000c02d136fb5ebd54cc1119d48fc0a1ed357d34038e89a3d
501811,2017-12-31 01:51:27,0.02954433967346831,13145.469753,0000000000000000003c16e27953250096be953680c4ad76f9026b5836f98ec0
506741,2018-01-30 01:26:18,0.027780674217475373,10998.6451404,0000000000000000003fe3d6794f94fb68c9f6476abbfa75d589792275d2e0d2
500380,2017-12-21 08:37:52,0.023730055257367426,16915.959558399998,00000000000000000070970d81f3fb5167780f39ced646e5665c6c48ce62b666
505474,2018-01-22 05:16:22,0.031906769574562566,11544.864541399998,0000000000000000007c109294be5891f97c476427e4e04e0f4482e2c6131cdc
509002,2018-02-13 14:13:32,0.019713273693640933,8611.02492182,0000000000000000005a10b09a2437459a61320972b6c8baa8bb903d057627bd
480844,2017-08-17 00:31:02,0.031388121199970365,4358.765852719999,00000000000000000077346214089a8073d729a5320d00e0714538f1fc1746de
496872,2017-11-30 14:49:27,0.02370696612839868,9344.86150352,0000000000000000006495e2e1433823987eea801284fbef377a082c51a8339c
503339,2018-01-09 12:45:55,0.04386519754904224,14707.7441238,00000000000000000061f5cc49d2fece4f2905f91429facfdeaa0b7ef5a08823
488137,2017-10-03 14:38:29,0.0185429316432858,4280.98232164,000000000000000000cc7e729c406f5ec387bddd5bb258aa304e29af39e577f3
476881,2017-07-21 16:53:14,0.029920788285124063,2721.71589022,0000000000000000010939a1933bae17bf0c3e2b3d23d15bdd8276ac23754733
477510,2017-07-25 13:18:24,0.02619662640077547,2543.449223320001,0000000000000000001aa9b7f33e5ef4e135e3482bf4631cb024ae504e7b3ae9
505187,2018-01-20 15:23:09,0.03068993040878968,12535.063477200001,0000000000000000005cf2bebdba73fb4c871ce56f9d9fc37115cb4943c70619
502501,2018-01-04 07:57:09,0.020456904826057658,14864.923447999998,00000000000000000002c9cc4187b7e7ec4f1b0bfcef48f4182c97624e59997b
510170,2018-02-21 02:45:19,0.02582837525103272,11010.898099799999,00000000000000000014cb6e1e40e0249fe3639efb3874d6455ef7152472d3d5
491159,2017-10-22 14:44:23,0.043035148414560666,5976.2475285599985,000000000000000000e619b0586f48402fb9cef3d8b4f504b3286b13eccbb3d6
486301,2017-09-21 11:51:31,0.026266066537398543,3864.26207396,000000000000000000d7a7d5ba17dde2dce8442b161bdcddd41c2eb5fcf1f1d6
499307,2017-12-14 19:01:30,0.02502652565698632,16366.204471599998,00000000000000000077ad6df8422f0c5a6050c4bb08f85cd7bc8f7fa6dbd046
500855,2017-12-24 16:05:17,0.025740793502894186,13582.75471,00000000000000000067f122bb548a7984a82be1954cf61d7f35cf41cc37282a
480663,2017-08-15 15:00:19,0.06532465632876319,3898.64505862,000000000000000001238be277a9f83f9979db2189e1cfc9f45f3d2f969b4fdb
497398,2017-12-03 16:39:36,0.018710941732871345,11702.569736799998,000000000000000000b0c2b22d4d0eccf76cccaf14261ec1387339ffa3e374d8
494854,2017-11-17 23:05:18,0.018586536078076223,7723.73182852,000000000000000000514a090bf4c8f5c63e991934ce896ddb93223d218b24c4
486193,2017-09-20 20:03:50,0.02046881086810841,3958.26826582,000000000000000000104c9f0f9fde5f6280c6c6c20c400048cd71f9fd0e69a1
491139,2017-10-22 12:49:46,0.04840274548596187,5881.8103674999975,0000000000000000008d1735338e25f8565598db8acd04581f1d45ae8a045679
501057,2017-12-26 03:31:57,0.018491454150625097,14218.8305132,000000000000000000456261fb0cdc3a9d2802e5da27c993e908baf10b8e8b97
497107,2017-12-01 23:22:32,0.023350012985777758,10730.9511594,00000000000000000036254ae878e6d853257350429c243841d63198bfa48c0a
510148,2018-02-21 00:09:17,0.04854457778788315,11076.180146200002,000000000000000000032d18ffc597a817605166ddb1b63d69bf76195f18430f
503377,2018-01-09 18:53:48,0.0394239950297205,14790.305170399999,00000000000000000090142b0ac1587ffb51fa461a05aacbf128f094030b4b16
475255,2017-07-11 07:03:45,0.027770654663488503,2295.0756477000004,0000000000000000003ef9f60031898d61396172bbb4b51d2d7fd6596d234659
508242,2018-02-08 10:57:02,0.05016100321874639,8528.116515459997,00000000000000000007a488983825db5f3a7702b2b3c132ca5bf2f7f9995fb6
509199,2018-02-14 19:09:33,0.020059020692793767,9216.334658979997,00000000000000000052bf440cbcb4a5cd17b2ffa1ff9255076eaf84068bf20e
497868,2017-12-06 06:34:04,0.02897350295114937,12326.417962200001,000000000000000000879b55ab352b3fe53fa1b3a2086c8f0c619fba93cca9f0
485389,2017-09-15 11:06:07,0.03137354692422559,3036.02333974,000000000000000000706c8e01f7ef43329fedcf76abb39acb3c07e3b4b2488f
480847,2017-08-17 00:58:29,0.021319167334504712,4356.75833828,0000000000000000011ef551d29f22a73fe548144ba8876281988fc3b835d181
481918,2017-08-25 00:49:31,0.025794236956133955,4366.43404314,000000000000000000aba1678aa72909d1290bba10c57077af775cf77969a78e
500892,2017-12-24 21:23:18,0.07334434018553915,13216.256280799998,00000000000000000081ea6b565032c9bfbe101d55ba44c2151136befe459bbf
500775,2017-12-24 03:45:03,0.03121672390570902,14195.5154364,0000000000000000003576252e0cf7843c226670cb55e724112629d092a9932a
496237,2017-11-26 19:36:26,0.02209560374523031,9180.09556402,000000000000000000bb1449074bc6a631530e8bf7410d9cecea3f8606a2c619
500755,2017-12-24 00:16:05,0.028269550551983626,14381.224565599998,0000000000000000005070574eaddf7861be12b075b6936f22265f4004432bab
494156,2017-11-13 06:29:54,0.025041632088606058,6237.86393926,000000000000000000aded31e33fa267e359679b8419a598dc0e659b417f2d1f
476877,2017-07-21 16:05:23,0.04524909494466296,2721.89923136,0000000000000000006109569175917e06c93e86d1b311a942223ce5038d718f
509420,2018-02-16 06:49:20,0.020508588640429044,9941.755385219998,0000000000000000004489ac5522cc40dca9db8f54f72ec8a5e1bd5e9696d2aa
504184,2018-01-14 12:43:36,0.051651868749586834,13334.0724808,0000000000000000007520e3f2d5e71f92b1c17df0feb67e5649019d7a27b29c
509381,2018-02-16 01:40:54,0.019465564359726455,10243.98049,00000000000000000060937d8486277504be96767e3655d9b42332107369307a
489640,2017-10-13 14:03:33,0.028021838467405944,5725.5957431800025,0000000000000000009f104605a766dd9c812f71b1b6aa45d9350a5454e8e7e9
508872,2018-02-12 20:11:41,0.022242603416015704,8829.797972700002,00000000000000000049c61a25e2faaf77447972a253b5992a3f4a931d128a84
503508,2018-01-10 12:17:54,0.03675943120286068,14147.494477,00000000000000000059a831336cf506920ee63e8ddb1cb0f8261c92fac5e475
508572,2018-02-10 22:22:44,0.03537924836030857,8476.74542774,00000000000000000038e10fae37eaf2229d37250945aa288d7fa21b4762e4ec
503943,2018-01-12 22:35:54,0.0263883860915446,13632.3718996,0000000000000000006dfbf061e9b8a3ca27e285b7cd9da94df58cfcbc32c6bd
511414,2018-03-01 04:48:10,0.022163511600964456,10453.288895200001,0000000000000000004f7649a9d26f60bd7e81442d1a7f6a43e39e2c48b3e2a1
476369,2017-07-18 11:15:35,0.07261906062189984,2289.75880268,000000000000000001336fb75a46d806d901313bb1affd15cec01a5560050df4
482838,2017-08-31 16:57:57,0.021460808112823,4727.62139722,000000000000000001318bc4a090356330a4cb5c8eb8e7973521ca174d141300
